Date,Description,Amount,Type
2025-09-01 20:35:57,AMAZON,2279.95,DEBIT
2025-09-03 08:20:29,RENT PAYMENT,13909.2,DEBIT
2025-09-04 15:56:27,ZEPTO,1562.7,DEBIT
2025-09-04 20:40:14,AMAZON PRIME,638.17,DEBIT
2025-09-07 14:47:01,OLA,266.72,DEBIT
2025-09-07 16:02:10,ZEPTO,1219.22,DEBIT
2025-09-08 20:04:30,SPOTIFY,504.13,DEBIT
2025-09-09 13:50:09,AIRTEL BROADBAND,1067.19,DEBIT
2025-09-09 15:35:37,ELECTRICITY BOARD,1562.47,DEBIT
2025-09-09 19:22:53,DMART,1237.01,DEBIT
2025-09-10 11:19:36,WATER DEPT,1253.15,DEBIT
2025-09-10 12:00:03,ZEPTO,1314.28,DEBIT
2025-09-11 21:38:21,STARBUCKS,404.98,DEBIT
2025-09-12 07:07:29,IRCTC,242.44,DEBIT
2025-09-15 18:52:24,IRCTC,362.34,DEBIT
2025-09-18 07:52:29,DMART,1032.44,DEBIT
2025-09-18 16:05:25,ZEPTO,1188.31,DEBIT
2025-09-20 17:56:43,SWIGGY,502.89,DEBIT
2025-09-20 21:56:43,SWIGGY,502.89,DEBIT
2025-09-21 07:57:53,IRCTC,112.56,DEBIT
2025-09-21 21:17:15,ZOMATO,356.82,DEBIT
2025-09-22 18:12:05,OLA,466.99,DEBIT
2025-09-23 07:38:30,SWIGGY,280.24,DEBIT
2025-09-23 19:34:05,FLIPKART,1875.75,DEBIT
2025-10-01 08:54:20,DMART,1713.05,DEBIT
2025-10-01 15:43:35,ZEPTO,1788.73,DEBIT
2025-10-01 16:51:45,SALARY CREDIT,72468.05,CREDIT
2025-10-01 17:05:56,ZOMATO,435.12,DEBIT
2025-10-02 20:34:28,SWIGGY,366.76,DEBIT
2025-10-03 14:14:31,RENT PAYMENT,13909.2,DEBIT
2025-10-04 17:53:03,UBER,278.9,DEBIT
2025-10-06 08:17:31,SPOTIFY,504.13,DEBIT
2025-10-08 13:00:12,AMAZON PRIME,638.17,DEBIT
2025-10-08 17:19:04,AMAZON,1233.13,DEBIT
2025-10-13 22:10:35,WATER DEPT,1175.57,DEBIT
2025-10-14 12:04:37,AIRTEL BROADBAND,1030.27,DEBIT
2025-10-14 19:07:55,ELECTRICITY BOARD,1579.01,DEBIT
2025-10-15 08:56:46,ZEPTO,1093.8,DEBIT
2025-10-15 21:37:07,IRCTC,400.92,DEBIT
2025-10-17 09:49:38,OLA,413.53,DEBIT
2025-10-19 17:53:16,UBER,414.83,DEBIT
2025-10-21 22:27:51,FLIPKART,1012.8,DEBIT
2025-10-26 14:44:27,STARBUCKS,215.22,DEBIT
2025-10-28 15:07:43,DMART,1793.15,DEBIT
2025-10-28 15:12:54,ZEPTO,719.15,DEBIT
2025-11-01 09:03:58,SALARY CREDIT,72468.05,CREDIT
2025-11-01 21:50:27,ZEPTO,1034.78,DEBIT
2025-11-02 20:32:41,BIGBASKET,578.75,DEBIT
2025-11-03 08:24:20,RENT PAYMENT,13909.2,DEBIT
2025-11-03 13:57:36,ZEPTO,1230.04,DEBIT
2025-11-04 11:03:58,AMAZON PRIME,638.17,DEBIT
2025-11-07 07:23:00,OLA,248.13,DEBIT
2025-11-07 17:12:42,FLIPKART,2527.58,DEBIT
2025-11-08 13:15:30,IRCTC,275.95,DEBIT
2025-11-09 08:35:03,WATER DEPT,1205.71,DEBIT
2025-11-09 16:39:40,ELECTRICITY BOARD,1536.36,DEBIT
2025-11-10 11:09:30,ZOMATO,550.2,DEBIT
2025-11-11 21:56:50,MYNTRA,1157.02,DEBIT
2025-11-12 10:09:18,UBER,92.61,DEBIT
2025-11-12 19:06:39,AIRTEL BROADBAND,1047.8,DEBIT
2025-11-16 07:40:14,UBER,172.15,DEBIT
2025-11-19 10:00:38,DMART,669.47,DEBIT
2025-11-20 07:29:33,ZEPTO,541.79,DEBIT
2025-11-20 14:08:51,ZEPTO,1022.47,DEBIT
2025-11-20 18:00:33,ZOMATO,405.74,DEBIT
2025-11-21 18:26:30,BIGBASKET,1112.46,DEBIT
2025-11-22 08:15:32,STARBUCKS,606.98,DEBIT
2025-11-23 21:38:44,MYNTRA,2322.05,DEBIT
2025-11-25 17:51:47,IRCTC,480.09,DEBIT
2025-11-28 17:39:19,MYNTRA,2072.5,DEBIT
2025-11-28 18:12:12,STARBUCKS,232.76,DEBIT
2025-12-01 21:12:40,SALARY CREDIT,72468.05,CREDIT
2025-12-03 18:02:01,RENT PAYMENT,13909.2,DEBIT
2025-12-04 11:50:12,BIGBASKET,602.21,DEBIT
2025-12-05 13:18:11,AMAZON PRIME,638.17,DEBIT
2025-12-05 16:28:33,UBER,395.68,DEBIT
2025-12-06 18:33:44,ZOMATO,393.09,DEBIT
2025-12-07 14:23:51,DMART,827.1,DEBIT
2025-12-07 16:50:09,STARBUCKS,712.66,DEBIT
2025-12-08 15:55:08,ZOMATO,231.96,DEBIT
2025-12-08 21:32:39,OLA,325.26,DEBIT
2025-12-09 07:53:43,AIRTEL BROADBAND,1142.78,DEBIT
2025-12-10 13:01:11,WATER DEPT,1229.63,DEBIT
2025-12-11 12:21:54,ELECTRICITY BOARD,1399.56,DEBIT
2025-12-13 18:16:35,MYNTRA,2057.01,DEBIT
2025-12-14 20:26:23,OLA,269.48,DEBIT
2025-12-15 19:13:19,AMAZON,2698.97,DEBIT
2025-12-18 18:20:38,BIGBASKET,929.47,DEBIT
2025-12-19 13:46:05,STARBUCKS,731.5,DEBIT
2025-12-21 08:13:14,MYNTRA,2826.61,DEBIT
2025-12-21 08:48:39,DMART,742.37,DEBIT
2025-12-22 20:56:45,DMART,639.9,DEBIT
2025-12-23 22:17:37,MYNTRA,2902.65,DEBIT
2025-12-25 18:31:33,ZOMATO,729.45,DEBIT
2025-12-26 09:10:32,ZOMATO,598.1,DEBIT
2026-01-01 22:20:17,SALARY CREDIT,72468.05,CREDIT
2026-01-03 19:01:11,RENT PAYMENT,13909.2,DEBIT
2026-01-05 15:00:49,ZEPTO,1797.77,DEBIT
2026-01-07 14:16:41,AMAZON PRIME,893.44,DEBIT
2026-01-09 10:04:23,AIRTEL BROADBAND,1157.3,DEBIT
2026-01-09 16:53:32,ELECTRICITY BOARD,1366.02,DEBIT
2026-01-10 07:31:51,AMAZON,2875.38,DEBIT
2026-01-10 19:25:52,DMART,1551.23,DEBIT
2026-01-11 15:12:45,ZEPTO,750.03,DEBIT
2026-01-11 17:54:12,ZOMATO,675.15,DEBIT
2026-01-14 09:50:17,WATER DEPT,1221.49,DEBIT
2026-01-16 21:46:52,SWIGGY,340.23,DEBIT
2026-01-19 11:09:21,UBER,409.85,DEBIT
2026-01-21 19:24:13,IRCTC,415.64,DEBIT
2026-01-25 16:20:37,IRCTC,249.41,DEBIT
2026-01-25 20:13:28,ZOMATO,765.16,DEBIT
2026-01-25 22:41:32,ZEPTO,1317.43,DEBIT
2026-01-27 14:26:27,FLIPKART,1580.26,DEBIT
2026-01-28 14:46:47,SWIGGY,438.5,DEBIT
2026-01-28 18:08:36,MYNTRA,2028.58,DEBIT
2026-02-01 19:04:34,SALARY CREDIT,72468.05,CREDIT
2026-02-01 20:25:10,ZEPTO,640.56,DEBIT
2026-02-02 16:41:56,STARBUCKS,642.37,DEBIT
2026-02-03 19:12:30,RENT PAYMENT,13909.2,DEBIT
2026-02-04 17:36:28,AMAZON PRIME,893.44,DEBIT
2026-02-05 22:47:04,BIGBASKET,1151.03,DEBIT
2026-02-06 10:25:44,STARBUCKS,619.11,DEBIT
2026-02-07 20:48:35,IRCTC,461.67,DEBIT
2026-02-08 12:17:56,AMAZON,2748.19,DEBIT
2026-02-09 12:12:04,AIRTEL BROADBAND,1101.27,DEBIT
2026-02-10 08:52:44,WATER DEPT,1253.11,DEBIT
2026-02-11 09:10:06,ELECTRICITY BOARD,1498.05,DEBIT
2026-02-12 10:32:49,UBER,112.14,DEBIT
2026-02-12 16:25:39,ZOMATO,620.19,DEBIT
2026-02-14 15:13:32,OLA,269.39,DEBIT
2026-02-14 20:29:24,SWIGGY,349.48,DEBIT
2026-02-15 19:38:51,BIGBASKET,489.56,DEBIT
2026-02-17 22:29:29,SWIGGY,397.33,DEBIT
2026-02-18 09:44:46,FLIPKART,1442.16,DEBIT
2026-02-22 16:37:12,ZEPTO,1064.69,DEBIT
2026-02-22 21:03:23,DMART,1134.15,DEBIT
2026-02-23 15:12:00,ZEPTO,1358.77,DEBIT
2026-02-28 13:19:27,DMART,689.07,DEBIT
2026-03-01 08:29:01,SALARY CREDIT,72468.05,CREDIT
2026-03-02 13:26:19,OLA,108.28,DEBIT
2026-03-03 09:40:44,RENT PAYMENT,13909.2,DEBIT
2026-03-03 15:41:39,UBER,356.34,DEBIT
2026-03-06 08:57:43,DMART,703.34,DEBIT
2026-03-07 08:53:40,ZEPTO,1018.88,DEBIT
2026-03-07 17:11:00,UBER,124.47,DEBIT
2026-03-07 19:21:47,AMAZON PRIME,893.44,DEBIT
2026-03-07 19:27:07,FLIPKART,2174.28,DEBIT
2026-03-07 20:01:00,SWIGGY,254.83,DEBIT
2026-03-10 19:02:00,ELECTRICITY BOARD,1441.86,DEBIT
2026-03-10 19:10:04,BIGBASKET,573.81,DEBIT
2026-03-12 21:04:05,AIRTEL BROADBAND,1126.45,DEBIT
2026-03-14 11:20:42,WATER DEPT,1170.36,DEBIT
2026-03-14 17:20:35,AMAZON,1927.5,DEBIT
2026-03-15 07:03:49,ZOMATO,231.45,DEBIT
2026-03-21 10:24:44,STARBUCKS,597.52,DEBIT
2026-03-21 19:13:29,OLA,212.82,DEBIT
2026-03-25 14:23:58,ZOMATO,321.04,DEBIT
2026-03-25 15:09:28,ZEPTO,415.69,DEBIT
2026-03-26 12:46:10,SWIGGY,701.23,DEBIT
2026-03-27 07:38:06,DMART,625.91,DEBIT
2026-03-27 09:14:56,ZOMATO,315.29,DEBIT
2026-04-01 22:06:45,SALARY CREDIT,72468.05,CREDIT
2026-04-02 21:47:56,ZEPTO,733.29,DEBIT
2026-04-03 12:16:06,RENT PAYMENT,13909.2,DEBIT
2026-04-05 08:33:50,DMART,789.38,DEBIT
2026-04-06 14:27:11,MYNTRA,2387.68,DEBIT
2026-04-06 20:32:39,MYNTRA,1835.57,DEBIT
2026-04-07 12:37:35,SWIGGY,275.34,DEBIT
2026-04-08 07:14:01,ZEPTO,1104.79,DEBIT
2026-04-08 14:38:55,STARBUCKS,680.87,DEBIT
2026-04-08 17:40:44,AMAZON PRIME,893.44,DEBIT
2026-04-08 20:46:29,SWIGGY,504.45,DEBIT
2026-04-08 21:40:12,FLIPKART,1466.82,DEBIT
2026-04-11 07:38:58,AIRTEL BROADBAND,1080.25,DEBIT
2026-04-11 13:34:03,STARBUCKS,405.64,DEBIT
2026-04-14 16:38:34,OLA,438.7,DEBIT
2026-04-14 17:54:42,WATER DEPT,1245.4,DEBIT
2026-04-14 22:01:48,IRCTC,399.34,DEBIT
2026-04-15 11:21:11,ELECTRICITY BOARD,1439.33,DEBIT
2026-04-15 22:04:21,OLA,198.95,DEBIT
2026-04-16 11:24:13,DMART,815.26,DEBIT
2026-04-17 21:40:00,ZOMATO,392.98,DEBIT
2026-04-18 15:24:29,UBER,385.19,DEBIT
2026-04-21 07:14:54,DMART,1537.79,DEBIT
2026-04-23 11:58:12,UBER,277.09,DEBIT
2026-04-25 09:03:08,DMART,740.96,DEBIT
2026-04-25 16:15:47,ZEPTO,1655.49,DEBIT
2026-04-28 09:23:25,MYNTRA,2518.84,DEBIT
2026-04-28 13:03:40,SWIGGY,494.99,DEBIT
2026-05-01 07:00:55,SALARY CREDIT,72468.05,CREDIT
2026-05-03 13:56:27,STARBUCKS,511.12,DEBIT
2026-05-03 18:31:25,RENT PAYMENT,13909.2,DEBIT
2026-05-04 12:05:18,IRCTC,444.71,DEBIT
2026-05-05 21:43:09,ZEPTO,765.86,DEBIT
2026-05-06 07:06:04,SWIGGY,689.83,DEBIT
2026-05-06 11:12:31,AMAZON,1624.23,DEBIT
2026-05-06 12:51:48,AMAZON,1242.07,DEBIT
2026-05-07 19:47:23,AMAZON PRIME,893.44,DEBIT
2026-05-08 08:58:52,ZEPTO,739.29,DEBIT
2026-05-08 10:00:03,IRCTC,280.72,DEBIT
2026-05-08 12:00:07,DMART,1243.01,DEBIT
2026-05-09 19:59:36,WATER DEPT,1129.05,DEBIT
2026-05-09 20:28:40,UBER,492.84,DEBIT
2026-05-11 09:26:56,ELECTRICITY BOARD,1438.27,DEBIT
2026-05-13 09:21:01,UBER,132.37,DEBIT
2026-05-13 20:48:56,STARBUCKS,551.65,DEBIT
2026-05-14 16:46:27,FLIPKART,1954.92,DEBIT
2026-05-15 20:16:49,AIRTEL BROADBAND,1024.83,DEBIT
2026-05-17 21:36:52,AMAZON,2886.66,DEBIT
2026-05-21 07:44:42,DMART,1389.18,DEBIT
2026-05-21 19:25:45,BIGBASKET,1396.25,DEBIT
2026-05-23 19:59:27,DMART,480.79,DEBIT
2026-05-24 19:44:19,ZOMATO,325.72,DEBIT
2026-05-25 08:06:13,OLA,481.19,DEBIT
2026-05-27 16:32:34,SWIGGY,456.12,DEBIT
2026-05-28 18:52:09,STARBUCKS,253.32,DEBIT
2026-06-01 07:24:38,SALARY CREDIT,72468.05,CREDIT
2026-06-01 17:57:24,FLIPKART,1152.52,DEBIT
2026-06-03 15:59:31,RENT PAYMENT,13909.2,DEBIT
2026-06-04 14:15:13,MYNTRA,1860.77,DEBIT
2026-06-07 17:01:40,ZEPTO,404.38,DEBIT
2026-06-07 17:38:27,AMAZON PRIME,893.44,DEBIT
2026-06-08 22:57:42,MYNTRA,2382.18,DEBIT
2026-06-10 21:10:57,SWIGGY,699.41,DEBIT
2026-06-11 09:41:21,IRCTC,446.22,DEBIT
2026-06-11 17:51:06,AIRTEL BROADBAND,1006.6,DEBIT
2026-06-11 19:24:39,WATER DEPT,1168.21,DEBIT
2026-06-14 17:20:52,ELECTRICITY BOARD,1427.14,DEBIT
2026-06-20 09:22:27,SWIGGY,490.72,DEBIT
2026-06-20 11:55:33,ZOMATO,317.05,DEBIT
2026-06-22 10:46:24,ZOMATO,714.26,DEBIT
2026-06-22 22:05:50,UBER,137.02,DEBIT
2026-06-22 22:32:26,ZEPTO,1322.43,DEBIT
2026-06-23 19:41:41,OLA,392.05,DEBIT
2026-06-25 09:06:27,AMAZON,2877.26,DEBIT
2026-06-26 08:08:31,STARBUCKS,714.08,DEBIT
2026-06-27 11:01:38,ZEPTO,1643.16,DEBIT
2026-06-28 14:14:16,IRCTC,263.52,DEBIT
2026-06-28 14:23:28,BIGBASKET,1142.88,DEBIT
2026-06-28 17:43:28,ZOMATO,227.45,DEBIT
